date_id,sold_date,sold_year,sold_month,sold_month_num,sold_month_name,is_festive_season,date_key
576,2022-11-01,2021,12,1,Jan,0,20221101
577,2023-03-10,2024,3,10,Oct,0,20230310
579,2024-02-07,2024,2,7,Jul,0,20240207
580,2019-02-10,2019,2,10,Oct,0,20190210
581,2019-07-07,2019,7,7,Jul,0,20190707
582,2025-12-04,2022,8,4,Apr,0,20251204
583,2020-02-07,2020,2,7,Jul,0,20200207
584,2023-12-06,2020,6,6,Jun,0,20231206
586,2019-04-04,2021,1,4,Apr,0,20190404
587,2021-01-10,2022,6,10,Oct,0,20210110
588,2022-03-09,2023,7,9,Sep,0,20220309
589,2023-06-01,2023,6,1,Jan,0,20230601
590,2022-01-06,2022,10,6,Jun,1,20220106
594,2021-09-02,2021,9,2,Feb,0,20210902
597,2021-06-01,2021,6,1,Jan,0,20210601
599,2023-11-07,2023,11,7,Jul,1,20231107
600,2023-05-03,2023,5,3,Mar,0,20230503
604,2022-07-12,2020,8,12,Dec,0,20220712
606,2019-10-02,2019,10,2,Feb,1,20191002
607,2019-03-09,2023,7,9,Sep,0,20190309
609,2023-08-11,2020,11,11,Nov,1,20230811
610,2022-04-09,2022,4,9,Sep,0,20220409
611,2023-11-12,2023,7,12,Dec,0,20231112
612,2023-03-12,2019,6,12,Dec,0,20230312
613,2023-03-02,2023,3,2,Feb,0,20230302
614,2021-04-08,2021,4,8,Aug,0,20210408
616,2019-12-09,2019,12,9,Sep,0,20191209
618,2022-04-01,2021,2,1,Jan,0,20220401
621,2021-01-06,2021,1,6,Jun,0,20210106
622,2022-10-04,2022,10,4,Apr,1,20221004
624,2023-05-07,2023,5,7,Jul,0,20230507
625,2024-10-11,2021,4,11,Nov,0,20241011
627,2022-10-09,2019,9,9,Sep,0,20221009
628,2024-05-10,2024,5,10,Oct,0,20240510
629,2025-06-04,2022,3,4,Apr,0,20250604
630,2025-01-04,2025,1,4,Apr,0,20250104
634,2020-06-12,2020,6,12,Dec,0,20200612
635,2020-06-07,2020,6,7,Jul,0,20200607
637,2020-09-07,2023,8,7,Jul,0,20200907
639,2022-12-04,2022,12,4,Apr,0,20221204
641,2023-06-12,2023,6,12,Dec,0,20230612
643,2025-03-07,2025,3,7,Jul,0,20250307
644,2024-07-07,2024,7,7,Jul,0,20240707
646,2024-04-06,2022,6,6,Jun,0,20240406
651,2023-12-10,2023,12,10,Oct,0,20231210
654,2025-11-02,2022,6,2,Feb,0,20251102
655,2024-10-08,2024,10,8,Aug,1,20241008
656,2021-07-10,2021,7,10,Oct,0,20210710
657,2022-10-02,2022,10,2,Feb,1,20221002
658,2021-04-04,2021,4,4,Apr,0,20210404
659,2019-10-07,2019,10,7,Jul,1,20191007
660,2024-02-04,2024,5,4,Apr,0,20240204
661,2021-05-04,2021,5,4,Apr,0,20210504
662,2019-05-08,2021,5,8,Aug,0,20190508
663,2019-07-08,2022,3,8,Aug,0,20190708
664,2021-08-05,2020,4,5,May,0,20210805
665,2019-01-04,2020,7,4,Apr,0,20190104
668,2023-07-06,2020,11,6,Jun,1,20230706
669,2019-11-01,2023,4,1,Jan,0,20191101
670,2023-01-11,2023,1,11,Nov,0,20230111
672,2024-12-03,2024,12,3,Mar,0,20241203
674,2024-12-06,2023,1,6,Jun,0,20241206
676,2020-09-08,2022,11,8,Aug,1,20200908
679,2019-08-01,2021,10,1,Jan,1,20190801
680,2023-06-02,2024,11,2,Feb,1,20230602
681,2024-02-03,2024,2,3,Mar,0,20240203
682,2022-10-05,2022,7,5,May,0,20221005
684,2024-06-10,2022,11,10,Oct,1,20240610
685,2025-01-01,2024,5,1,Jan,0,20250101
686,2019-08-12,2024,10,12,Dec,1,20190812
687,2019-08-12,2019,8,12,Dec,0,20190812
688,2019-08-09,2019,8,9,Sep,0,20190809
690,2024-05-01,2024,5,1,Jan,0,20240501
691,2021-02-11,2019,12,11,Nov,0,20210211
692,2025-07-02,2023,8,2,Feb,0,20250702
694,2024-03-06,2023,6,6,Jun,0,20240306
695,2020-03-08,2020,3,8,Aug,0,20200308
696,2023-01-08,2023,1,8,Aug,0,20230108
697,2019-12-10,2019,12,10,Oct,0,20191210
700,2019-07-08,2019,7,8,Aug,0,20190708
701,2024-02-03,2023,3,3,Mar,0,20240203
702,2023-08-02,2023,8,2,Feb,0,20230802
703,2024-11-06,2022,8,6,Jun,0,20241106
706,2022-01-01,2021,2,1,Jan,0,20220101
707,2021-10-11,2020,7,11,Nov,0,20211011
708,2022-12-11,2022,12,11,Nov,0,20221211
710,2020-10-02,2021,5,2,Feb,0,20201002
711,2019-04-07,2019,4,7,Jul,0,20190407
714,2025-11-11,2023,5,11,Nov,0,20251111
715,2024-07-11,2024,7,11,Nov,0,20240711
716,2022-02-02,2022,2,2,Feb,0,20220202
717,2019-09-01,2019,5,1,Jan,0,20190901
718,2023-08-12,2023,4,12,Dec,0,20230812
720,2022-04-06,2022,4,6,Jun,0,20220406
722,2022-08-05,2022,8,5,May,0,20220805
724,2024-11-11,2024,11,11,Nov,1,20241111
725,2021-05-10,2021,5,10,Oct,0,20210510
726,2024-08-08,2024,8,8,Aug,0,20240808
728,2022-04-07,2022,4,7,Jul,0,20220407
730,2024-10-09,2024,10,9,Sep,1,20241009
731,2023-06-09,2022,8,9,Sep,0,20230609
733,2021-07-01,2021,7,1,Jan,0,20210701
736,2024-10-07,2024,10,7,Jul,1,20241007
739,2025-03-05,2025,3,5,May,0,20250305
740,2021-03-05,2021,3,5,May,0,20210305
741,2019-06-02,2019,6,2,Feb,0,20190602
743,2024-05-09,2024,5,9,Sep,0,20240509
744,2020-01-04,2023,12,4,Apr,0,20200104
745,2025-06-08,2023,1,8,Aug,0,20250608
746,2024-11-03,2021,11,3,Mar,1,20241103
748,2024-04-11,2024,4,11,Nov,0,20240411
750,2023-08-07,2020,1,7,Jul,0,20230807
751,2023-12-01,2021,1,1,Jan,0,20231201
752,2025-03-10,2020,7,10,Oct,0,20250310
753,2019-10-10,2019,10,10,Oct,1,20191010
755,2019-09-09,2019,9,9,Sep,0,20190909
756,2023-08-10,2023,10,10,Oct,1,20230810
757,2024-06-03,2020,3,3,Mar,0,20240603
758,2024-01-02,2024,1,2,Feb,0,20240102
761,2022-04-12,2022,4,12,Dec,0,20220412
762,2021-01-08,2021,1,8,Aug,0,20210108
764,2023-11-06,2023,11,6,Jun,1,20231106
765,2023-02-07,2022,5,7,Jul,0,20230207
766,2020-04-01,2021,10,1,Jan,1,20200401
767,2022-05-10,2022,5,10,Oct,0,20220510
768,2019-04-03,2023,8,3,Mar,0,20190403
770,2022-05-05,2022,5,5,May,0,20220505
771,2023-10-12,2020,6,12,Dec,0,20231012
773,2020-02-02,2020,8,2,Feb,0,20200202
774,2020-11-12,2020,11,12,Dec,1,20201112
775,2021-02-04,2023,4,4,Apr,0,20210204
776,2025-04-04,2019,7,4,Apr,0,20250404
778,2025-04-05,2025,4,5,May,0,20250405
780,2019-12-08,2019,12,8,Aug,0,20191208
781,2020-05-09,2020,5,9,Sep,0,20200509
782,2020-08-12,2020,8,12,Dec,0,20200812
783,2022-10-10,2022,10,10,Oct,1,20221010
784,2024-02-02,2024,2,2,Feb,0,20240202
787,2025-04-08,2024,2,8,Aug,0,20250408
788,2021-10-04,2023,10,4,Apr,1,20211004
790,2025-01-08,2025,1,8,Aug,0,20250108
792,2025-11-05,2020,10,5,May,1,20251105
794,2022-08-10,2021,10,10,Oct,1,20220810
795,2024-09-01,2024,9,1,Jan,0,20240901
796,2024-12-07,2024,12,7,Jul,0,20241207
799,2019-05-11,2023,12,11,Nov,0,20190511
800,2023-11-04,2023,11,4,Apr,1,20231104
803,2021-08-06,2021,8,6,Jun,0,20210806
804,2023-01-05,2019,4,5,May,0,20230105
805,2021-10-03,2021,10,3,Mar,1,20211003
806,2024-06-01,2024,6,1,Jan,0,20240601
808,2024-01-03,2024,1,3,Mar,0,20240103
811,2022-02-12,2020,7,12,Dec,0,20220212
812,2023-10-08,2023,10,8,Aug,1,20231008
813,2022-08-02,2022,8,2,Feb,0,20220802
814,2023-05-11,2021,3,11,Nov,0,20230511
816,2022-09-10,2022,9,10,Oct,0,20220910
818,2024-12-05,2024,12,5,May,0,20241205
819,2019-11-10,2019,11,10,Oct,1,20191110
820,2022-07-02,2019,11,2,Feb,1,20220702
821,2025-02-05,2019,12,5,May,0,20250205
822,2025-04-02,2021,4,2,Feb,0,20250402
824,2021-04-07,2021,4,7,Jul,0,20210407
825,2019-05-08,2022,5,8,Aug,0,20190508
826,2025-02-03,2019,4,3,Mar,0,20250203
828,2019-05-10,2019,5,10,Oct,0,20190510
830,2023-05-11,2019,8,11,Nov,0,20230511
831,2021-02-09,2024,6,9,Sep,0,20210209
832,2021-07-02,2019,8,2,Feb,0,20210702
833,2019-06-05,2019,6,5,May,0,20190605
834,2025-06-06,2023,4,6,Jun,0,20250606
835,2023-12-11,2023,12,11,Nov,0,20231211
837,2020-05-12,2025,1,12,Dec,0,20200512
838,2023-12-09,2023,12,9,Sep,0,20231209
840,2025-04-08,2025,4,8,Aug,0,20250408
842,2022-11-05,2022,11,5,May,1,20221105
843,2022-12-10,2020,1,10,Oct,0,20221210
844,2023-11-09,2023,11,9,Sep,1,20231109
845,2024-08-12,2024,8,12,Dec,0,20240812
846,2019-08-06,2019,8,6,Jun,0,20190806
847,2019-05-09,2019,5,9,Sep,0,20190509
